Timestamp,CustomerID,Voltage,Current,Power,PowerFactor,EnergyConsumed,ApparentPower,PrevHourAvgPower
10/9/2025 11:27,U0034,226.22,6.71,1341.86,0.884,225.84,1517.39,1100.17
10/9/2025 11:28,U0024,231.7,6.27,1431.09,0.985,420.13,1452.95,974.33
10/9/2025 11:29,U0034,226.65,6.91,1457.37,0.931,250.13,1565.69,1148.51
10/9/2025 11:30,U0004,233.41,3.35,699.77,0.895,354.62,782.14,1071.2
10/9/2025 11:31,U0021,228.17,4.48,1022.74,1,243.31,1022.74,930.76
10/9/2025 11:32,U0033,231.04,6.55,1382.58,0.913,339.5,1513.7,1199.68
10/9/2025 11:33,U0005,234.12,4.74,1031,0.929,282.99,1109.27,1089.72
10/9/2025 11:34,U0023,231.63,5.53,1229.23,0.96,308.86,1280.46,1151.13
10/9/2025 11:35,U0003,233.82,0.9,210.85,1,294.8,210.85,1079.85
10/9/2025 11:36,U0008,231.4,5.35,1208.44,0.975,288.79,1239.02,1080.28
10/9/2025 11:37,U0045,227.26,5.89,1175.42,0.879,240.3,1337.58,1170.61
10/9/2025 11:38,U0002,231.27,1.51,349.53,1,294.69,349.53,1156.73
10/9/2025 11:39,U0028,231.75,5.9,1294.72,0.947,273.87,1367.61,1097.35
10/9/2025 11:40,U0031,230.39,1.96,421.94,0.935,132.37,451.31,999.35
10/9/2025 11:41,U0001,229.3,3.4,757.74,0.971,232.84,780.53,983.34
10/9/2025 11:42,U0015,229.72,2.43,557.22,1,159.96,557.22,1051.64
10/9/2025 11:43,U0017,225.81,5.39,1085.12,0.891,255.85,1218.16,945.74
10/9/2025 11:44,U0048,233.7,3.89,860.45,0.947,273.51,908.83,1259.05
10/9/2025 11:45,U0027,226.1,6.79,1404.4,0.914,167.56,1536.08,910.02
10/9/2025 11:46,U0006,228.4,8.67,1904.3,0.961,209.32,1980.99,857.07
10/9/2025 11:47,U0026,225.71,4.38,881.48,0.893,404.05,987.5,986.37
10/9/2025 11:48,U0018,231.62,4.12,896.48,0.939,173.86,954.28,1153.23
10/9/2025 11:49,U0015,231.65,5.31,1206.98,0.981,180.07,1230.97,952.76
10/9/2025 11:50,U0017,226.33,5.82,1295.63,0.984,277.44,1316.98,973.61
10/9/2025 11:51,U0024,230.51,7.76,1559.58,0.872,446.13,1788.65,1065.69
10/9/2025 11:52,U0001,234.79,9.67,2115.64,0.932,268.1,2269.6,938.22
10/9/2025 11:53,U0015,235.87,4.21,883.37,0.89,194.79,992.67,1003.6
10/9/2025 11:54,U0028,230.3,3.92,788.7,0.874,287.01,902.27,1136.82
10/9/2025 11:55,U0015,230.84,4.49,1002.57,0.968,211.5,1036.06,979.56
10/9/2025 11:56,U0039,234.11,7.93,1856.25,1,204.74,1856.25,959.28
10/9/2025 11:57,U0005,228.32,7.7,1626.8,0.926,310.11,1757.63,1077.98
10/9/2025 11:58,U0045,230.76,-0.69,-147.65,0.931,237.84,-158.53,1171.58
10/9/2025 11:59,U0009,230.06,1.47,332.84,0.984,153.83,338.38,815.79
10/9/2025 12:00,U0003,231.61,2.87,658.85,0.992,305.78,664.49,906.05
10/9/2025 12:01,U0019,233.58,2.64,617.2,1,235.49,617.2,1150.29
10/9/2025 12:02,U0022,229.07,3.33,688.2,0.902,330.73,763.35,1017.34
10/9/2025 12:03,U0009,236.55,7.14,1689.23,1,181.99,1689.23,719.2
10/9/2025 12:04,U0049,227.11,4.79,999.64,0.919,231.56,1087.99,1195.71
10/9/2025 12:05,U0025,221.89,4.32,895.55,0.934,282.83,959.23,1233.24
10/9/2025 12:06,U0025,231.96,2.85,657.09,0.993,293.78,661.49,1165.7
10/9/2025 12:07,U0025,233.85,8.31,1943.47,1,326.17,1943.47,1063.98
10/9/2025 12:08,U0035,231.91,4.76,1020.82,0.924,430.35,1104.23,1020.02
10/9/2025 12:09,U0002,230.82,6.48,1410.36,0.943,318.2,1495.56,995.29
10/9/2025 12:10,U0011,229.53,5.87,1277.72,0.949,240.91,1346.8,1153.5
10/9/2025 12:11,U0044,232.02,3.38,701.04,0.895,357.46,783.25,1071.8
10/9/2025 12:12,U0013,229.64,5.12,1116.94,0.951,281.45,1174.73,1021.01
10/9/2025 12:13,U0008,227.85,6.56,1401.94,0.938,312.15,1494.75,1105.92
10/9/2025 12:14,U0040,229.45,4.06,846.7,0.908,189.86,932.22,953.55
10/9/2025 12:15,U0036,228.3,3.21,691.43,0.944,280.63,732.09,1045.29
10/9/2025 12:16,U0012,226.98,7.43,1519.25,0.901,344.36,1685.52,1126.61
10/9/2025 12:17,U0037,226.24,8.54,1822.88,0.944,318,1931.15,1252.6
10/9/2025 12:18,U0019,228.05,6.06,1268.03,0.918,256.62,1380.84,1043.67
10/9/2025 12:19,U0025,229.22,2.31,481.42,0.91,334.19,529.22,1239.87
10/9/2025 12:20,U0016,231.16,1.45,311.49,0.931,244.23,334.72,1171.28
10/9/2025 12:21,U0043,232.78,6.55,1348.5,0.884,197.31,1525.2,884.99
10/9/2025 12:22,U0047,226.99,2.07,427.97,0.912,256.94,469.07,1239.12
10/9/2025 12:23,U0020,228.5,6.04,1379.6,0.999,204.57,1381.09,921.66
10/9/2025 12:24,U0020,231.4,5.49,1270.82,1,225.75,1270.82,1013.25
10/9/2025 12:25,U0042,221.14,7.23,1567.48,0.98,170.71,1599.04,814.36
10/9/2025 12:26,U0031,229.16,2.37,466.7,0.859,140.15,543.5,883.87
10/9/2025 12:27,U0024,235.3,5.42,1275.19,1,467.38,1275.19,1164.47
10/9/2025 12:28,U0031,232.78,7.94,1805.87,0.977,170.25,1848.11,800.43
10/9/2025 12:29,U0050,230.89,1.67,363.55,0.94,239.27,386.68,1020.24
10/9/2025 12:30,U0032,227.14,3.45,718.91,0.916,385.99,784.71,1108.96
10/9/2025 12:31,U0044,232.49,4.43,971.05,0.943,373.64,1029.64,997.65
10/9/2025 12:32,U0011,228.64,6.8,1547.31,0.995,266.7,1555.5,1178.34
10/9/2025 12:33,U0016,235.07,4.31,911.93,0.9,259.42,1013.61,999.32
10/9/2025 12:34,U0010,226.85,7.74,1734.77,0.988,229.49,1756.06,944.89
10/9/2025 12:35,U0037,232.09,6.22,1286.95,0.892,339.45,1443.15,1366.66
10/9/2025 12:36,U0050,229.14,4.58,886.4,0.844,254.04,1049.92,888.91
10/9/2025 12:37,U0009,231.6,5.96,1379.51,1,204.98,1379.51,913.21
10/9/2025 12:38,U0039,226.79,2.44,553.15,1,213.95,553.15,1138.68
10/9/2025 12:39,U0031,230.57,7.52,1609.75,0.929,197.08,1732.81,1001.52
10/9/2025 12:40,U0037,234.87,3.45,811.19,1,352.97,811.19,1350.72
10/9/2025 12:41,U0018,230,4.35,962.76,0.963,189.91,999.56,1101.88
10/9/2025 12:42,U0022,231.32,5.46,1153.15,0.913,349.95,1262.56,951.51
10/9/2025 12:43,U0036,224.43,6.75,1318.22,0.87,302.6,1514.51,974.52
10/9/2025 12:44,U0020,229.65,6.31,1393.92,0.963,248.99,1448.03,1064.76
10/9/2025 12:45,U0014,226.59,4.86,1014.62,0.922,250.07,1100.72,950.73
10/9/2025 12:46,U0017,232,3.24,752.45,1,289.98,752.45,1038.02
10/9/2025 12:47,U0041,228.87,-1.38,-297.78,0.946,296.34,-314.83,873.08
10/9/2025 12:48,U0023,232.64,3.17,726.61,0.986,320.97,736.89,1166.75
10/9/2025 12:49,U0023,234.07,5.45,1276.41,1,342.24,1276.41,1078.72
10/9/2025 12:50,U0002,225.32,4.34,977.82,1,334.5,977.82,1078.31
10/9/2025 12:51,U0023,229.36,5.66,1228.11,0.947,362.71,1297.22,1118.26
10/9/2025 12:52,U0016,228.31,3.36,768.18,1,272.23,768.18,981.84
10/9/2025 12:53,U0006,225.1,6.57,1479.5,1,233.98,1479.5,1066.52
10/9/2025 12:54,U0035,227.63,1.84,406.15,0.967,437.12,419.89,1020.18
10/9/2025 12:55,U0019,231.41,7.88,1800.04,0.987,286.62,1823.28,1088.55
10/9/2025 12:56,U0022,229.76,3.73,730.43,0.852,362.12,856.89,991.84
10/9/2025 12:57,U0008,232.11,3.72,862.44,1,326.53,862.44,1165.12
10/9/2025 12:58,U0020,233.06,4.95,1123.25,0.973,267.71,1154.1,1130.59
10/9/2025 12:59,U0011,231.32,5.95,1376.45,1,289.64,1376.45,1252.14
10/9/2025 13:00,U0043,227.98,8.38,1669.24,0.874,225.13,1910.46,977.69
10/9/2025 13:01,U0035,233.27,7.57,1708.69,0.967,465.6,1766.54,897.37
10/9/2025 13:02,U0007,228.44,6.2,1415.77,1,305.84,1415.77,1246.27
10/9/2025 13:03,U0043,227.24,6.39,1383.72,0.952,248.19,1452.96,1116
10/9/2025 13:04,U0016,226.92,3.07,696.78,1,283.84,696.78,939.11
10/9/2025 13:05,U0046,234.89,2.1,444,0.901,207.19,492.74,852.72
10/9/2025 13:06,U0045,230.65,4.82,1002.57,0.901,254.55,1112.65,907.73
10/9/2025 13:07,U0019,231.01,3.56,780.34,0.95,299.63,821.46,1230.84
10/9/2025 13:08,U0046,226.54,1.41,276.94,0.866,211.81,319.92,770.98
10/9/2025 13:09,U0038,225.93,2.61,493.68,0.836,304.68,590.35,1021.62
10/9/2025 13:10,U0017,237.33,1.41,308.07,0.923,295.12,333.82,980.9
10/9/2025 13:11,U0001,234.47,3.14,718.33,0.974,280.08,737.41,1173.7
10/9/2025 13:12,U0004,236.5,5.43,1283.02,1,376,1283.02,996.91
10/9/2025 13:13,U0019,233.08,1.28,287.59,0.964,304.42,298.45,1140.74
10/9/2025 13:14,U0032,229.39,3.46,785.56,0.99,399.08,793.34,1030.95
10/9/2025 13:15,U0031,228.68,5.35,1114.97,0.912,215.66,1222.31,1123.17
10/9/2025 13:16,U0026,230.83,3.75,678.31,0.783,415.36,866.27,965.39
10/9/2025 13:17,U0012,226.97,6.14,1358.08,0.975,366.99,1393.51,1205.14
10/9/2025 13:18,U0007,226.5,8.08,1830.85,1,336.35,1830.85,1280.17
10/9/2025 13:19,U0019,225.26,6.06,1365.87,1,327.19,1365.87,970.11
10/9/2025 13:20,U0042,234.14,3.82,846,0.946,184.81,894.45,964.98
10/9/2025 13:21,U0015,232.53,5.14,1117.22,0.935,230.12,1194.69,984.16
10/9/2025 13:22,U0018,232.52,2.41,539.24,0.96,198.9,561.48,1074.05
10/9/2025 13:23,U0031,228.4,5.84,1294.79,0.971,237.24,1333.06,1121.53
10/9/2025 13:24,U0049,227.7,0.13,28.49,0.95,232.03,29.98,1156.5
10/9/2025 13:25,U0031,225.47,6.78,1528.25,1,262.71,1528.25,1156.18
10/9/2025 13:26,U0049,226.14,5.29,1154.18,0.965,251.27,1196.49,930.9
10/9/2025 13:27,U0032,228.16,7.46,1631.29,0.958,426.27,1703.07,981.88
10/9/2025 13:28,U0007,226.35,3.97,843.31,0.939,350.41,897.63,1390.31
10/9/2025 13:29,U0006,228.36,4.33,989.41,1,250.47,989.41,1149.11
10/9/2025 13:30,U0003,233.27,5.04,1094.25,0.931,324.02,1175.11,856.61
10/9/2025 13:31,U0045,226.49,10.5,2378.42,1,294.19,2378.42,926.7
10/9/2025 13:32,U0009,231.64,9.21,2033.5,0.953,238.87,2132.8,1006.47
10/9/2025 13:33,U0043,231.79,9.51,1967.18,0.892,280.98,2204.91,1169.55
10/9/2025 13:34,U0050,229.73,5.1,1109.27,0.946,272.53,1172.64,888.4
10/9/2025 13:35,U0023,226.82,0.79,178.69,0.999,365.69,178.89,1140.23
10/9/2025 13:36,U0028,226.66,-0.28,-63.87,1,285.95,-63.87,1067.2
10/9/2025 13:37,U0046,229.03,5.98,1305.06,0.953,233.56,1369.98,672.17
10/9/2025 13:38,U0039,225.82,6.24,1299.08,0.922,235.61,1409.45,1021.57
10/9/2025 13:39,U0050,233.12,3.67,855.34,1,286.79,855.34,932.58
10/9/2025 13:40,U0047,233.54,5.09,1092.1,0.919,275.14,1188.83,1076.89
10/9/2025 13:41,U0041,230.15,6.49,1493.65,1,321.23,1493.65,638.91
10/9/2025 13:42,U0019,233.66,8.42,1783.68,0.906,356.91,1968.39,1049.26
10/9/2025 13:43,U0049,224.76,9.16,1898.19,0.922,282.9,2057.73,975.55
10/9/2025 13:44,U0023,228,7.56,1647.29,0.955,393.15,1724.57,947.92
10/9/2025 13:45,U0008,231.9,2.66,617.44,1,336.82,617.44,1104.58
10/9/2025 13:46,U0023,231.96,2.51,556.72,0.957,402.42,581.97,1087.8
10/9/2025 13:47,U0039,227.81,8.19,1865.51,1,266.7,1865.51,1077.07
10/9/2025 13:48,U0047,229.85,5.66,1225.86,0.942,295.57,1301.36,1079.93
10/9/2025 13:49,U0009,234.35,8.05,1739.92,0.923,267.87,1885.6,1211.87
10/9/2025 13:50,U0040,229.21,4.2,963.55,1,205.92,963.55,932.18
10/9/2025 13:51,U0017,228.16,6.14,1264.93,0.904,316.2,1399.9,846.34
10/9/2025 13:52,U0041,224.48,6.28,1337.2,0.948,343.52,1409.98,809.86
10/9/2025 13:53,U0035,230.37,7.76,1618.07,0.906,492.57,1786.87,1059.64
10/9/2025 13:54,U0035,229.89,6.87,1504.81,0.952,517.65,1579.87,1171.33
10/9/2025 13:55,U0019,230.55,7.44,1667.98,0.972,384.71,1715.85,1196.15
10/9/2025 13:56,U0009,226.19,3.34,727.69,0.964,280,754.59,1317.48
10/9/2025 13:57,U0034,228.09,2.26,515.87,1,258.73,515.87,1210.28
10/9/2025 13:58,U0006,227.82,2.02,442.17,0.96,257.84,460.59,1117.17
10/9/2025 13:59,U0009,230.28,7.96,1595.81,0.871,306.6,1833.1,1199.52
10/9/2025 14:00,U0045,229.68,8.81,2022.62,1,327.9,2022.68,1217.04
10/9/2025 14:01,U0013,232.26,4.37,943.73,0.93,297.18,1014.62,1040.19
10/9/2025 14:02,U0046,224.56,9.02,1817.86,0.897,263.86,2026.45,798.75
10/9/2025 14:03,U0039,230.41,5.22,1145.24,0.952,285.79,1203.36,1234.76
10/9/2025 14:04,U0014,232.6,4.66,1013.65,0.936,266.96,1083.11,963.51
10/9/2025 14:05,U0017,229.48,2.9,666.5,1,327.31,666.5,930.05
10/9/2025 14:06,U0003,227.94,7.58,1487.76,0.861,348.81,1727.89,904.14
10/9/2025 14:07,U0019,232.29,5.09,1172.1,0.991,404.25,1182.65,1290.51
10/9/2025 14:08,U0041,234.02,1.98,424.93,0.915,350.6,464.22,915.32
10/9/2025 14:09,U0047,226.53,3.81,853.63,0.99,309.8,862.17,1109.12
10/9/2025 14:10,U0016,230.78,6.57,1455.57,0.961,308.1,1515.22,890.64
10/9/2025 14:11,U0034,228.71,4.52,1004.64,0.972,275.47,1033.75,1071.4
10/9/2025 14:12,U0006,226.6,9.44,2139.38,1,293.49,2139.38,982.17
10/9/2025 14:13,U0034,230.03,4.74,1034.97,0.949,292.72,1090.27,1058.05
10/9/2025 14:14,U0039,232.19,4.72,1072.54,0.98,303.66,1094.96,1216.86
10/9/2025 14:15,U0009,231.02,5.34,1173.57,0.952,326.15,1233.13,1278.78
10/9/2025 14:16,U0004,234.42,6.59,1544.49,1,401.74,1544.49,1054.13
10/9/2025 14:17,U0016,228.72,7.1,1514.25,0.932,333.34,1623.93,1003.63
10/9/2025 14:18,U0011,233.29,7.92,1848.26,1,320.44,1848.26,1277
10/9/2025 14:19,U0017,224.47,4.7,1054.23,1,344.88,1054.23,877.34
10/9/2025 14:20,U0047,233.65,6.74,1575.86,1,336.07,1575.86,1058.02
10/9/2025 14:21,U0023,229.05,6.8,1357.89,0.872,425.06,1556.55,981.58
10/9/2025 14:22,U0015,230.22,2.23,492.34,0.959,238.33,513.19,1010.77
10/9/2025 14:23,U0047,232.38,5.7,1261.25,0.953,357.09,1323.44,1161.59
10/9/2025 14:24,U0049,230.57,4.26,851,0.866,297.09,982.35,1160.08
10/9/2025 14:25,U0031,228.9,3.03,650.72,0.939,273.56,692.97,1230.59
10/9/2025 14:26,U0027,229.46,6.99,1515.42,0.945,192.82,1604.16,1008.9
10/9/2025 14:27,U0021,235.11,4.3,1011.45,1,260.17,1011.45,949.15
10/9/2025 14:28,U0050,227.01,1.69,383.49,1,293.18,383.49,917.13
10/9/2025 14:29,U0021,229.14,6.59,1510.56,1,285.34,1510.56,961.61
10/9/2025 14:30,U0025,232.38,4.08,895.86,0.944,349.12,949.11,1088.18
10/9/2025 14:31,U0005,229.52,10.77,2433.97,0.985,350.67,2471.6,1187.74
10/9/2025 14:32,U0034,230.45,4.76,1026.29,0.936,309.83,1096.96,1053.43
10/9/2025 14:33,U0004,232.22,4.9,1075.9,0.946,419.68,1137.55,1152.2
10/9/2025 14:34,U0033,228.24,7.51,1655.65,0.966,367.09,1713.11,1236.26
10/9/2025 14:35,U0037,228.66,6.14,1400.6,0.998,376.31,1403.35,1242.81
10/9/2025 14:36,U0018,229.36,4.98,1142.15,1,217.93,1142.15,967.09
10/9/2025 14:37,U0040,230.89,3.58,822.76,0.995,219.64,826.5,938.45
10/9/2025 14:38,U0049,227.07,6.33,1437.24,1,321.04,1437.24,1098.27
10/9/2025 14:39,U0024,228.34,5.32,1072.59,0.883,485.26,1214.66,1186.61
10/9/2025 14:40,U0035,227.3,5.53,1067.84,0.85,535.45,1256.5,1238.02
10/9/2025 14:41,U0030,235.07,4.35,963.01,0.942,195.89,1021.78,817.5
10/9/2025 14:42,U0014,232.73,5.47,1237.74,0.973,287.59,1272.13,973.54
10/9/2025 14:43,U0044,231.33,4.66,1078.61,1,391.62,1078.61,992.33
10/9/2025 14:44,U0040,229.03,5.02,1078.08,0.938,237.6,1149.4,915.32
10/9/2025 14:45,U0023,233.78,5.49,1221.78,0.953,445.42,1282.47,1056.84
10/9/2025 14:46,U0034,225.83,2.57,504.04,0.87,318.23,579.36,1048.01
10/9/2025 14:47,U0010,230.48,2.28,492.4,0.938,237.7,524.81,1102.87
10/9/2025 14:48,U0022,232.37,5.33,1237.8,1,382.75,1237.8,939.56
10/9/2025 14:49,U0018,226.41,3.89,809.86,0.919,231.43,881.34,1002.1
10/9/2025 14:50,U0013,228.85,4.2,908.17,0.944,312.32,962.24,1020.9
10/9/2025 14:51,U0002,226.45,5.54,1166.41,0.93,353.94,1254.2,1058.21
10/9/2025 14:52,U0016,227.99,2.65,603.64,1,343.4,603.64,1105.75
10/9/2025 14:53,U0041,231.46,5.42,1254.78,1,371.51,1254.78,817.25
10/9/2025 14:54,U0031,226.25,2.2,444.52,0.895,280.97,496.89,1114.62
10/9/2025 14:55,U0034,233.96,8.73,1993.73,0.976,351.46,2043.43,939.21
10/9/2025 14:56,U0033,228.16,6.96,1451.75,0.915,391.29,1587.47,1320.14
10/9/2025 14:57,U0041,225.88,5.32,1202.41,1,391.55,1202.41,904.75
10/9/2025 14:58,U0046,223.4,5.67,1057.01,0.835,281.48,1265.76,1002.57
10/9/2025 14:59,U0025,222.97,7.29,1454.76,0.895,373.37,1626.33,1049.72
10/9/2025 15:00,U0037,227.89,5.43,1160.87,0.938,395.66,1237.42,1274.37
10/9/2025 15:01,U0033,225.78,4.57,979.59,0.95,407.61,1031.53,1346.46
10/9/2025 15:02,U0009,227.66,8.75,1861.31,0.934,357.18,1992.31,1257.74
10/9/2025 15:03,U0021,234.86,5.24,1231.5,1,305.87,1231.5,1071.4
10/9/2025 15:04,U0045,231.11,6.61,1498.34,0.98,352.88,1528.35,1378.16
10/9/2025 15:05,U0014,225.17,7.38,1517.99,0.913,312.89,1662.58,1026.38
10/9/2025 15:06,U0020,235.01,4.71,1107.2,1,286.16,1107.2,1129.12
10/9/2025 15:07,U0028,228.96,3.33,753.72,0.987,298.51,763.5,840.98
10/9/2025 15:08,U0025,226.72,7.22,1626.3,0.994,400.48,1636.21,1130.73
10/9/2025 15:09,U0033,231.25,6.7,1482.84,0.957,432.33,1549.22,1273.09
10/9/2025 15:10,U0049,233.37,6.01,1267.43,0.903,342.16,1403.28,1166.06
10/9/2025 15:11,U0036,231.35,6.14,1361.44,0.958,325.29,1421.16,1043.26
10/9/2025 15:12,U0016,228.89,4.68,1015.97,0.948,360.33,1071.79,1005.33
10/9/2025 15:13,U0039,228.15,2.19,498.82,1,311.97,498.82,1187.99
10/9/2025 15:14,U0041,228.98,4.2,901.39,0.938,406.58,961.34,964.28
10/9/2025 15:15,U0020,237.57,-0.18,-38.05,0.906,285.53,-42.01,1124.74
10/9/2025 15:16,U0013,234.6,5.27,1237.5,1,332.94,1237.5,998.36
10/9/2025 15:17,U0040,236.27,2.63,612.55,0.988,247.81,620.22,947.87
10/9/2025 15:18,U0002,231.42,8.04,1700.02,0.914,382.27,1860.04,1079.85
10/9/2025 15:19,U0036,231.98,3.52,705.58,0.864,337.05,816.86,1106.9
10/9/2025 15:20,U0046,228.95,5.76,1201.53,0.911,301.5,1318.37,1013.46
10/9/2025 15:21,U0007,233.69,7.79,1821.35,1,380.76,1821.35,1280.91
10/9/2025 15:22,U0043,229.3,2.69,564.34,0.916,290.38,615.96,1329.07
10/9/2025 15:23,U0005,232.77,8.68,1950.35,0.966,383.18,2019.57,1436.99
10/9/2025 15:24,U0029,230.47,6.36,1258.5,0.858,382.68,1466.31,1151.06
10/9/2025 15:25,U0042,231.51,8.78,1856.82,0.913,215.75,2032.83,941.19
10/9/2025 15:26,U0014,227.16,5.14,1144.95,0.98,331.97,1167.99,1124.7
10/9/2025 15:27,U0017,227.31,3.59,760.35,0.932,357.55,816.13,912.72
10/9/2025 15:28,U0012,233.1,5.37,1251.54,1,387.85,1251.54,1235.73
10/9/2025 15:29,U0012,232.67,7.89,1791.47,0.975,417.71,1836.82,1238.89
10/9/2025 15:30,U0011,234.09,11.3,2646.15,1,364.55,2646.15,1391.25
10/9/2025 15:31,U0036,226.63,3.9,864.91,0.978,351.47,884.67,1026.63
10/9/2025 15:32,U0029,230.42,5.86,1118.77,0.829,401.33,1349.79,1172.55
10/9/2025 15:33,U0044,231.83,4.61,1044.89,0.978,409.04,1068.9,1009.59
10/9/2025 15:34,U0007,233.03,5.31,1115.97,0.902,399.36,1236.7,1389
10/9/2025 15:35,U0010,230.43,5.72,1318.34,1,259.67,1318.34,980.77
10/9/2025 15:36,U0010,226.45,3.86,874.99,1,274.26,874.99,1048.29
10/9/2025 15:37,U0033,227.5,4.75,984.8,0.912,448.74,1079.85,1315.04
10/9/2025 15:38,U0032,232.15,5.33,1142.21,0.923,445.31,1237.2,1111.76
10/9/2025 15:39,U0023,229.87,3.84,835.47,0.946,459.34,883.12,1089.83
10/9/2025 15:40,U0018,229.32,7,1457.67,0.908,255.72,1605.58,963.65
10/9/2025 15:41,U0018,230.97,2.76,565.35,0.888,265.15,636.49,1062.46
10/9/2025 15:42,U0044,228.49,6.41,1288.84,0.879,430.52,1465.56,1016.65
10/9/2025 15:43,U0025,238.25,2.17,512.85,0.993,409.02,516.41,1229.84
10/9/2025 15:44,U0019,228.06,3.1,642.43,0.909,414.96,706.91,1266.83
10/9/2025 15:45,U0048,229.4,9.41,2150.45,0.996,309.35,2158.34,1179.33
10/9/2025 15:46,U0029,230.25,5.53,1112.11,0.874,419.86,1272.45,1161.79
10/9/2025 15:47,U0044,228.75,5.79,1250.61,0.945,451.36,1323.7,1071.09
10/9/2025 15:48,U0002,228.76,4.08,929.64,0.997,397.76,932.25,1203.88
10/9/2025 15:49,U0011,231.23,6.62,1473,0.963,389.1,1530.36,1642.23
10/9/2025 15:50,U0050,229.75,3.07,705.17,1,304.93,705.17,810.4
10/9/2025 15:51,U0015,235.04,3.59,825.85,0.979,252.09,843.91,907.08
10/9/2025 15:52,U0011,230.94,4.97,1099.4,0.957,407.42,1148.88,1608.38
10/9/2025 15:53,U0049,230.38,4.28,921.71,0.935,357.53,985.27,1186.34
10/9/2025 15:54,U0004,231.2,1.98,443.86,0.972,427.07,456.71,1136.94
10/9/2025 15:55,U0009,227.3,5.16,1164.55,0.993,376.59,1172.79,1378.45
10/9/2025 15:56,U0035,226.7,4.77,1082.07,1,553.48,1082.07,1203.99
10/9/2025 15:57,U0041,230.66,3.82,863.37,0.98,420.97,881.19,951.71
10/9/2025 15:58,U0005,225.7,2.99,621.84,0.922,393.54,674.47,1539.66
10/9/2025 15:59,U0037,224.87,4.63,1040.31,1,413,1040.31,1251.67
10/9/2025 16:00,U0035,236.18,6.29,1453.37,0.979,577.7,1485.21,1179.6
10/9/2025 16:01,U0045,225.31,3,615.67,0.91,363.14,676.84,1402.19
10/9/2025 16:02,U0005,227.35,3.42,682.77,0.879,404.92,776.92,1356.1
10/9/2025 16:03,U0024,231.02,5.42,1248.37,0.998,506.06,1251.01,1163.81
10/9/2025 16:04,U0049,233.31,4.59,984.64,0.92,373.94,1070.36,1133.41
10/9/2025 16:05,U0023,228.8,5.2,1112.86,0.936,477.89,1189.07,1038.96
10/9/2025 16:06,U0040,230.45,4.79,939.7,0.852,263.47,1103.09,880.8
10/9/2025 16:07,U0047,233.45,8.46,1832.64,0.928,387.63,1975.86,1181.52
10/9/2025 16:08,U0030,231.17,3.97,867.58,0.945,210.35,917.83,846.6
10/9/2025 16:09,U0049,230.73,5.76,1303.74,0.981,395.67,1328.65,1103.66
10/9/2025 16:10,U0020,224.41,7.29,1563.87,0.956,311.59,1636.51,892.18
10/9/2025 16:11,U0018,229.71,2.37,519.3,0.953,273.8,545.1,963.04
10/9/2025 16:12,U0019,225.37,4.03,855.89,0.942,429.22,908.62,1141.95
10/9/2025 16:13,U0005,227.1,4.59,989.5,0.949,421.42,1042.57,1221.43
10/9/2025 16:14,U0039,229.7,3.06,701.05,0.999,323.66,701.9,1050.16
10/9/2025 16:15,U0021,232.95,4.73,1085.04,0.984,323.95,1102.94,1103.42
10/9/2025 16:16,U0019,231.19,7.57,1685.24,0.963,457.31,1749.67,1084.74
10/9/2025 16:17,U0010,222.72,5.04,1117.21,0.995,292.88,1123.03,1013.63
10/9/2025 16:18,U0027,232.03,5.02,1117.58,0.959,211.45,1165.21,1110.2
10/9/2025 16:19,U0025,231.68,6.21,1248.18,0.868,429.83,1438.56,1086.44
10/9/2025 16:20,U0033,227.62,4.59,1000.23,0.957,465.41,1044.67,1248.99
10/9/2025 16:21,U0020,226.48,4.48,935.24,0.921,327.18,1015.5,1026.52
10/9/2025 16:22,U0048,229.52,6.69,1492.61,0.972,334.23,1536.39,1373.55
10/9/2025 16:23,U0002,230.44,5.87,1297.17,0.959,419.38,1352.72,1149.03
10/9/2025 16:24,U0042,230.14,8.71,1960.96,0.978,248.44,2005.25,1124.31
10/9/2025 16:25,U0039,228.55,4.38,974.35,0.972,339.9,1002.03,980.34
10/9/2025 16:26,U0004,237.53,5.49,1235.86,0.948,447.67,1303.69,998.33
10/9/2025 16:27,U0018,225.44,3.71,805.07,0.963,287.22,835.78,874.29
10/9/2025 16:28,U0030,228.17,1.87,416.98,0.975,217.3,427.57,850.8
10/9/2025 16:29,U0015,226.46,4.64,995.97,0.947,268.69,1051.84,890.84
10/9/2025 16:30,U0027,233.22,3.48,749.05,0.923,223.93,811.83,1111.68
10/9/2025 16:31,U0047,227.84,4.33,921.85,0.935,402.99,985.78,1311.74
10/9/2025 16:32,U0022,231.48,7.15,1567.71,0.947,408.88,1655.23,999.21
10/9/2025 16:33,U0029,230.63,1.83,394.74,0.935,426.44,422.39,1151.86
10/9/2025 16:34,U0034,227.73,0.48,101.99,0.938,353.16,108.72,1150.12
10/9/2025 16:35,U0035,227.29,10.79,2429,0.99,618.19,2453.19,1234.36
10/9/2025 16:36,U0039,229.82,5.58,1250.33,0.975,360.74,1282.81,979.14
10/9/2025 16:37,U0023,224.01,4.14,866.61,0.935,492.33,927.11,1053.74
10/9/2025 16:38,U0015,225.28,4.81,962.4,0.889,284.73,1082.63,911.86
10/9/2025 16:39,U0050,224.02,5.15,1154.47,1,324.17,1154.47,789.35
